,CA,TX,FL
2022-08-06,42436.0,14840.0,5998.0
2022-08-13,39251.0,14223.0,6074.0
2022-08-20,37121.0,14228.0,5809.0
2022-08-27,36319.0,13998.0,5366.0
2022-09-03,36558.0,14561.0,5472.0
2022-09-10,33494.0,12068.0,5215.0
2022-09-17,34624.0,12518.0,5833.0
2022-09-24,34359.0,12316.0,5472.0
2022-10-01,35612.0,12118.0,4269.0
2022-10-08,40608.0,14500.0,14934.0
2022-10-15,37791.0,12924.0,11341.0
2022-10-22,38081.0,12991.0,9337.0
2022-10-29,40070.0,13057.0,7803.0
2022-11-05,43483.0,15472.0,7412.0
2022-11-12,43267.0,14381.0,6110.0
2022-11-19,47690.0,15862.0,6534.0
2022-11-26,36495.0,11251.0,4109.0
2022-12-03,51801.0,19890.0,6393.0
2022-12-10,46971.0,15936.0,6035.0
2022-12-17,44703.0,14995.0,5669.0
2022-12-24,41460.0,13540.0,4579.0
2022-12-31,42383.0,10288.0,4238.0
2023-01-07,59830.0,20466.0,7447.0
2023-01-14,63697.0,17945.0,7121.0
2023-01-21,48115.0,15487.0,5557.0
2023-01-28,45564.0,15806.0,5866.0
2023-02-04,52384.0,14947.0,6434.0
2023-02-11,48087.0,15649.0,5887.0
2023-02-18,43381.0,14540.0,5353.0
2023-02-25,40537.0,13114.0,5293.0
2023-03-04,50455.0,14183.0,4865.0
2023-03-11,47643.0,14514.0,5461.0
2023-03-18,44830.0,13954.0,5078.0
2023-03-25,46783.0,15764.0,5129.0
2023-04-01,39950.0,14466.0,5096.0
2023-04-08,50590.0,17447.0,6278.0
2023-04-15,46134.0,14646.0,5535.0
2023-04-22,42380.0,14467.0,5093.0
2023-04-29,43095.0,14282.0,5610.0
2023-05-06,45092.0,15989.0,5897.0
2023-05-13,44823.0,16093.0,5869.0
2023-05-20,44348.0,18901.0,5879.0
2023-05-27,43577.0,20130.0,5765.0
2023-06-03,47680.0,19513.0,5376.0
2023-06-10,48068.0,26840.0,6921.0
2023-06-17,54347.0,28476.0,6463.0
2023-06-24,43391.0,19514.0,6109.0
2023-07-01,44719.0,16388.0,5930.0
2023-07-08,45162.0,15719.0,5431.0
2023-07-15,49037.0,16986.0,6474.0
2023-07-22,43727.0,15498.0,6126.0
2023-07-29,40619.0,14396.0,6659.0
2023-08-05,42982.0,16633.0,6249.0
2023-08-12,39023.0,14992.0,5754.0
2023-08-19,37940.0,14864.0,5711.0
2023-08-26,37862.0,14198.0,5393.0
2023-09-02,38418.0,13858.0,4812.0
2023-09-09,36538.0,12465.0,5595.0
2023-09-16,35040.0,13452.0,5898.0
2023-09-23,37752.0,12968.0,5413.0
2023-09-30,38954.0,13421.0,5418.0
2023-10-07,42803.0,16300.0,6790.0
2023-10-14,40753.0,13192.0,6021.0
2023-10-21,40579.0,14336.0,6052.0
2023-10-28,41421.0,14666.0,5750.0
2023-11-04,44331.0,16188.0,5659.0
2023-11-11,44350.0,17535.0,5979.0
2023-11-18,51701.0,16639.0,6268.0
2023-11-25,37478.0,11079.0,4034.0
2023-12-02,50956.0,19400.0,6183.0
2023-12-09,47338.0,15685.0,6170.0
2023-12-16,43504.0,15192.0,5713.0
2023-12-23,48415.0,13980.0,5489.0
2023-12-30,40353.0,8159.0,4081.0
2024-01-06,49807.0,17496.0,6078.0
2024-01-13,51756.0,19929.0,7103.0
2024-01-20,47124.0,14293.0,5803.0
2024-01-27,52139.0,15193.0,5887.0
2024-02-03,47827.0,16707.0,6286.0
2024-02-10,49880.0,15276.0,6292.0
2024-02-17,40900.0,14253.0,5768.0
2024-02-24,41211.0,13132.0,5016.0
2024-03-02,46760.0,15234.0,5799.0
2024-03-09,47222.0,15626.0,5944.0
2024-03-16,41428.0,14770.0,5351.0
2024-03-23,40890.0,17044.0,5254.0
2024-03-30,43037.0,13796.0,5408.0
2024-04-06,42406.0,15319.0,6385.0
2024-04-13,44811.0,15075.0,6215.0
2024-04-20,45027.0,15525.0,6351.0
2024-04-27,39944.0,14387.0,5989.0
2024-05-04,43539.0,15640.0,5893.0
2024-05-11,42350.0,15717.0,7224.0
2024-05-18,39890.0,16515.0,6612.0
2024-05-25,38825.0,16709.0,6276.0
2024-06-01,40799.0,14887.0,7060.0
2024-06-08,50592.0,17196.0,8900.0
2024-06-15,46294.0,18213.0,7766.0
2024-06-22,45068.0,15718.0,7307.0
2024-06-29,46546.0,15605.0,6901.0
2024-07-06,40874.0,13796.0,6552.0
2024-07-13,47158.0,25723.0,7955.0
2024-07-20,41832.0,31685.0,7059.0
2024-07-27,40787.0,25078.0,5472.0
2024-08-03,41481.0,19898.0,5338.0
2024-08-10,38896.0,18460.0,5562.0
2024-08-17,39875.0,16508.0,7715.0
2024-08-24,38910.0,14993.0,6402.0
2024-08-31,38077.0,13597.0,6081.0
2024-09-07,36707.0,13341.0,6005.0
2024-09-14,37815.0,15557.0,6696.0
2024-09-21,37950.0,14107.0,6454.0
2024-09-28,38588.0,13575.0,5535.0
2024-10-05,42656.0,14894.0,9556.0
2024-10-12,42742.0,15780.0,6299.0
2024-10-19,40730.0,13915.0,10800.0
2024-10-26,38854.0,14672.0,8371.0
2024-11-02,42679.0,15309.0,6841.0
2024-11-09,48585.0,16584.0,6660.0
2024-11-16,43497.0,15424.0,6280.0
2024-11-23,48070.0,16936.0,6360.0
2024-11-30,37957.0,10940.0,3987.0
2024-12-07,52368.0,20951.0,6299.0
2024-12-14,47089.0,15546.0,6049.0
2024-12-21,48883.0,15338.0,5166.0
2024-12-28,39620.0,6987.0,3475.0
2025-01-04,41513.0,12799.0,5018.0
2025-01-11,54244.0,24238.0,7525.0
2025-01-18,59969.0,16915.0,6778.0
2025-01-25,45966.0,14563.0,5747.0
2025-02-01,49384.0,15361.0,5962.0
2025-02-08,50545.0,16222.0,6778.0
2025-02-15,45015.0,15718.0,5797.0
2025-02-22,42358.0,14541.0,5913.0
2025-03-01,42062.0,16315.0,5566.0
2025-03-08,46342.0,17785.0,5922.0
2025-03-15,42717.0,19243.0,5684.0
2025-03-22,40891.0,17469.0,5614.0
2025-03-29,41226.0,16704.0,5587.0
2025-04-05,46636.0,16791.0,6692.0
2025-04-12,43340.0,17215.0,6831.0
2025-04-19,42114.0,15319.0,6060.0
2025-04-26,41488.0,15506.0,5842.0
2025-05-03,42675.0,16436.0,6426.0
2025-05-10,40814.0,16720.0,6724.0
2025-05-17,40128.0,16890.0,6177.0
2025-05-24,41169.0,16289.0,7154.0
2025-05-31,40196.0,15825.0,5698.0
2025-06-07,49126.0,19180.0,8786.0
2025-06-14,47193.0,19333.0,7612.0
2025-06-21,46498.0,16914.0,6516.0
2025-06-28,43676.0,16393.0,7060.0
2025-07-05,45119.0,15230.0,6188.0
2025-07-12,46380.0,18214.0,7335.0
2025-07-19,41762.0,18638.0,6331.0
2025-07-26,40588.0,15918.0,6347.0
2025-08-02,39664.0,16920.0,6252.0
2025-08-09,40405.0,16861.0,6448.0
2025-08-16,38115.0,15776.0,6143.0
2025-08-23,37834.0,17006.0,6177.0
2025-08-30,38816.0,16604.0,5721.0
2025-09-06,37114.0,31950.0,5803.0
2025-09-13,35975.0,27033.0,6075.0
2025-09-20,37413.0,20223.0,5747.0
2025-09-27,37670.0,16390.0,5609.0
2025-10-04,41254.0,17468.0,6075.0
2025-10-11,43219.0,16474.0,6340.0
2025-10-18,43065.0,16742.0,5561.0
2025-10-25,40731.0,17447.0,5485.0
2025-11-01,41048.0,15529.0,4952.0
2025-11-08,47776.0,18630.0,5833.0
2025-11-15,45489.0,18729.0,5284.0
2025-11-22,53386.0,19483.0,5946.0
2025-11-29,33542.0,11647.0,3761.0
2025-12-06,47800.0,19853.0,6189.0
2025-12-13,46981.0,16334.0,5498.0
2025-12-20,47248.0,16723.0,5303.0
2025-12-27,40734.0,8772.0,3322.0
2026-01-03,45034.0,14095.0,4205.0
2026-01-10,50227.0,22802.0,7146.0
2026-01-17,55731.0,18362.0,6546.0
2026-01-24,43200.0,16175.0,5744.0
2026-01-31,43944.0,15658.0,5645.0
2026-02-07,45306.0,18250.0,5800.0
2026-02-14,42920.0,15882.0,5884.0
2026-02-21,42563.0,14698.0,5608.0
2026-02-28,41759.0,15662.0,5084.0
2026-03-07,42670.0,15617.0,5641.0
2026-03-14,38273.0,15590.0,5450.0
2026-03-21,37819.0,15536.0,5398.0
2026-03-28,38010.0,17488.0,5110.0
2026-04-04,40140.0,16189.0,5584.0
2026-04-11,40874.0,17263.0,6387.0
2026-04-18,42464.0,16233.0,5659.0
2026-04-25,37787.0,15030.0,5587.0
